@relation Paper

@attribute warehouseman^4 {Alex}
@attribute warehouseman^3 {Alex}
@attribute warehouseman^0 {Alex}
@attribute warehouseman^2 {Alex}
@attribute clientType^0 {new,consolidate}
@attribute warehouseman^1 {Alex}
@attribute clientType^1 {new,consolidate}
@attribute clientType^2 {new,consolidate}
@attribute clientType^3 {new,consolidate}
@attribute clientType^4 {new,consolidate}
@attribute orderResult^0 {negative,positive}
@attribute orderResult^2 {negative,positive}
@attribute orderResult^1 {negative,positive}
@attribute financialOfficier^3 {Robert,Mario,Alexander}
@attribute customer^0 {A,B,C}
@attribute customer^1 {A,B,C}
@attribute financialOfficier^2 {Robert,Mario,Alexander}
@attribute financialOfficier^1 {Robert,Mario,Alexander}
@attribute customer^2 {A,B,C}
@attribute customer^3 {A,B,C}
@attribute financialOfficier^0 {Robert,Mario,Alexander}
@attribute customer^4 {A,B,C}
@attribute user^0 {U3,U2,U1}
@attribute user^1 {U3,U2,U1}
@attribute financialOfficier^4 {Robert,Mario,Alexander}
@attribute user^2 {U3,U2,U1}
@attribute user^4 {U3,U2,U1}
@attribute user^3 {U3,U2,U1}
@attribute orderResult^3 {negative,positive}
@attribute orderResult^4 {negative,positive}
@attribute product^1 {boxes,equipment,bottles}
@attribute product^2 {boxes,equipment,bottles}
@attribute product^0 {boxes,equipment,bottles}
@attribute product^3 {boxes,equipment,bottles}
@attribute product^4 {boxes,equipment,bottles}
@attribute salesmanager^2 {Johann,Mary,Marc}
@attribute salesmanager^1 {Johann,Mary,Marc}
@attribute salesmanager^4 {Johann,Mary,Marc}
@attribute salesmanager^3 {Johann,Mary,Marc}
@attribute salesmanager^0 {Johann,Mary,Marc}
@attribute amount^0 numeric
@attribute amount^1 numeric
@attribute amount^2 numeric
@attribute amount^3 numeric
@attribute amount^4 numeric
@attribute conformance {TRUE,FALSE,'?'}

@data
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Robert,Robert,C,?,Robert,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,17,17,17,?,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,243,243,243,243,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,217,217,217,217,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,283,283,283,283,283,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,781,781,781,781,781,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U2,U2,Alexander,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,964,964,964,964,964,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U2,U2,Mario,U2,U2,U2,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,386,386,386,386,386,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U3,U3,Alexander,U3,U3,U3,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,437,437,437,437,437,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,23,23,23,23,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,204,204,204,204,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,258,258,258,258,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,A,U2,U2,Robert,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,763,763,763,763,763,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,787,787,787,787,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,A,A,Robert,Robert,A,A,Robert,?,U3,U3,?,U3,?,U3,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,227,227,227,227,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,985,985,985,985,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,600,600,600,600,600,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,409,409,409,409,409,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,negative,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,483,483,483,483,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,A,U2,U2,Alexander,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,434,434,434,434,434,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U1,U1,Alexander,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,125,125,125,125,125,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,45,45,45,45,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,606,606,606,606,606,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,A,A,Robert,Robert,A,?,Robert,?,U2,U2,?,U2,?,?,?,?,bottles,bottles,bottles,?,?,Marc,Marc,?,?,Marc,484,484,484,?,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,718,718,718,718,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,463,463,463,463,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,550,550,550,550,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,C,C,Robert,Robert,C,?,Robert,?,U2,U2,?,U2,?,?,?,?,boxes,boxes,boxes,?,?,Johann,Johann,?,?,Johann,595,595,595,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,852,852,852,852,852,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,841,841,841,841,?,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,955,955,955,955,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,389,389,389,389,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U1,U1,Robert,U1,U1,U1,positive,positive,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,878,878,878,878,878,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U2,U2,Alexander,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,788,788,788,788,788,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,290,290,290,290,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U3,U3,?,U3,?,U3,positive,?,bottles,bottles,bottles,bottles,?,Johann,Johann,?,Johann,Johann,900,900,900,900,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,774,774,774,774,774,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Mario,Mario,C,?,Mario,?,U1,U1,?,U1,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,746,746,746,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,410,410,410,410,410,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U2,U2,?,U2,?,U2,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,406,406,406,406,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,494,494,494,494,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,871,871,871,871,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,A,A,Robert,Robert,A,?,Robert,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Marc,Marc,?,?,Marc,64,64,64,?,?,FALSE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Alexander,Alexander,B,?,Alexander,?,U2,U2,?,U2,?,?,?,?,bottles,bottles,bottles,?,?,Mary,Mary,?,?,Mary,430,430,430,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,83,83,83,83,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,B,U2,U2,Mario,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Marc,Marc,Marc,Marc,Marc,58,58,58,58,58,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,?,U3,U3,?,U3,?,U3,positive,?,equipment,equipment,equipment,equipment,?,Mary,Mary,?,Mary,Mary,344,344,344,344,?,FALSE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,546,546,546,546,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,?,U2,U2,?,U2,?,U2,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,114,114,114,114,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,?,U2,U2,?,U2,?,U2,positive,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,482,482,482,482,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,195,195,195,195,195,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U1,U1,Robert,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,789,789,789,789,789,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,positive,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,64,64,64,64,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,731,731,731,731,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,?,U3,U3,?,U3,?,U3,positive,?,boxes,boxes,boxes,boxes,?,Johann,Johann,?,Johann,Johann,627,627,627,627,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U2,U2,Alexander,U2,U2,U2,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,890,890,890,890,890,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,positive,positive,positive,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,856,856,856,856,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U3,U3,Robert,U3,U3,U3,negative,negative,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,141,141,141,141,141,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U1,U1,Robert,U1,U1,U1,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,666,666,666,666,666,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,negative,?,boxes,boxes,boxes,boxes,?,Mary,Mary,?,Mary,Mary,448,448,448,448,?,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,?,U1,U1,?,U1,?,U1,positive,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,780,780,780,780,?,FALSE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,positive,positive,positive,?,A,A,Robert,Robert,A,?,Robert,?,U2,U2,?,U2,?,?,?,?,bottles,bottles,bottles,?,?,Mary,Mary,?,?,Mary,757,757,757,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U1,U1,Robert,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,238,238,238,238,238,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,?,U1,U1,?,U1,?,U1,positive,?,bottles,bottles,bottles,bottles,?,Mary,Mary,?,Mary,Mary,971,971,971,971,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U3,U3,Mario,U3,U3,U3,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,68,68,68,68,68,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Robert,C,C,Robert,Robert,C,C,Robert,?,U2,U2,?,U2,?,U2,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,381,381,381,381,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,192,192,192,192,192,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U1,U1,Alexander,U1,U1,U1,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,160,160,160,160,160,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Robert,Robert,B,?,Robert,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,815,815,815,?,?,FALSE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U3,U3,Mario,U3,U3,U3,negative,negative,bottles,bottles,bottles,bottles,bottles,Johann,Johann,Johann,Johann,Johann,109,109,109,109,109,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U2,U2,Alexander,U2,U2,U2,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,715,715,715,715,715,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,C,C,Mario,Mario,C,C,Mario,C,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,640,640,640,640,640,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U3,U3,Alexander,U3,U3,U3,positive,positive,boxes,boxes,boxes,boxes,boxes,Marc,Marc,Marc,Marc,Marc,190,190,190,190,190,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Robert,C,C,Robert,Robert,C,C,Robert,C,U1,U1,Robert,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,713,713,713,713,713,TRUE
?,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,?,negative,negative,negative,Mario,C,C,Mario,Mario,C,C,Mario,?,U3,U3,?,U3,?,U3,negative,?,boxes,boxes,boxes,boxes,?,Marc,Marc,?,Marc,Marc,469,469,469,469,?,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,A,A,Mario,Mario,A,?,Mario,?,U1,U1,?,U1,?,?,?,?,boxes,boxes,boxes,?,?,Mary,Mary,?,?,Mary,695,695,695,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,?,U1,U1,?,U1,?,U1,negative,?,equipment,equipment,equipment,equipment,?,Marc,Marc,?,Marc,Marc,747,747,747,747,?,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Mario,A,A,Mario,Mario,A,A,Mario,A,U2,U2,Mario,U2,U2,U2,negative,negative,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,92,92,92,92,92,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,B,B,Mario,Mario,B,?,Mario,?,U1,U1,?,U1,?,?,?,?,equipment,equipment,equipment,?,?,Mary,Mary,?,?,Mary,729,729,729,?,?,FALSE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,C,C,Alexander,Alexander,C,C,Alexander,C,U1,U1,Alexander,U1,U1,U1,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,376,376,376,376,376,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U3,U3,Alexander,U3,U3,U3,negative,negative,equipment,equipment,equipment,equipment,equipment,Mary,Mary,Mary,Mary,Mary,799,799,799,799,799,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,B,B,Mario,Mario,B,B,Mario,B,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Johann,Johann,Johann,Johann,Johann,653,653,653,653,653,TRUE
?,?,Alex,Alex,consolidate,Alex,consolidate,consolidate,?,?,negative,negative,negative,?,C,C,Robert,Robert,C,?,Robert,?,U3,U3,?,U3,?,?,?,?,equipment,equipment,equipment,?,?,Marc,Marc,?,?,Marc,970,970,970,?,?,FALSE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,positive,positive,positive,Alexander,C,C,Alexander,Alexander,C,C,Alexander,?,U2,U2,?,U2,?,U2,positive,?,equipment,equipment,equipment,equipment,?,Johann,Johann,?,Johann,Johann,237,237,237,237,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U3,U3,Mario,U3,U3,U3,positive,positive,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,40,40,40,40,40,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Mario,A,A,Mario,Mario,A,A,Mario,A,U1,U1,Mario,U1,U1,U1,positive,positive,boxes,boxes,boxes,boxes,boxes,Mary,Mary,Mary,Mary,Mary,647,647,647,647,647,TRUE
?,Alex,Alex,Alex,new,Alex,new,new,new,?,negative,negative,negative,Alexander,A,A,Alexander,Alexander,A,A,Alexander,?,U2,U2,?,U2,?,U2,negative,?,bottles,bottles,bottles,bottles,?,Marc,Marc,?,Marc,Marc,237,237,237,237,?,TRUE
Alex,Alex,Alex,Alex,consolidate,Alex,consolidate,consolidate,consolidate,consolidate,positive,positive,positive,Robert,A,A,Robert,Robert,A,A,Robert,A,U3,U3,Robert,U3,U3,U3,positive,positive,equipment,equipment,equipment,equipment,equipment,Johann,Johann,Johann,Johann,Johann,71,71,71,71,71,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,positive,positive,positive,Alexander,B,B,Alexander,Alexander,B,B,Alexander,B,U1,U1,Alexander,U1,U1,U1,positive,positive,bottles,bottles,bottles,bottles,bottles,Mary,Mary,Mary,Mary,Mary,137,137,137,137,137,TRUE
Alex,Alex,Alex,Alex,new,Alex,new,new,new,new,negative,negative,negative,Robert,B,B,Robert,Robert,B,B,Robert,B,U2,U2,Robert,U2,U2,U2,negative,negative,bottles,bottles,bottles,bottles,bottles,Marc,Marc,Marc,Marc,Marc,3,3,3,3,3,TRUE
